n_flagged,review_rate,threshold,frauds_caught,frauds_missed,false_alarms,recall,precision,cost_missed,cost_caught,cost_false_alarm,total_cost,savings
52923,0.44808988383513393,0.00648065907597096,3812.0,252.0,49111.0,0.937992125984252,0.07202917446100938,39980.2339999954,82403.41019999965,245555.0,367938.64419999503,343595.69179999706
52982,0.44858942662647744,0.0064709560982047325,3812.0,252.0,49170.0,0.937992125984252,0.07194896379902609,39980.2339999954,82403.41019999965,245850.0,368233.64419999503,343300.69179999706
53041,0.449088969417821,0.006460009196951987,3813.0,251.0,49228.0,0.938238188976378,0.07188778492109878,39929.04299999541,82412.52929999966,246140.0,368481.57229999505,343052.76369999704
53100,0.4495885122091645,0.006449234244787189,3813.0,251.0,49287.0,0.938238188976378,0.07180790960451977,39929.04299999541,82412.52929999966,246435.0,368776.57229999505,342757.76369999704
53159,0.450088055000508,0.006440000893767399,3813.0,251.0,49346.0,0.938238188976378,0.07172821159164017,39929.04299999541,82412.52929999966,246730.0,369071.57229999505,342462.76369999704
53218,0.45058759779185154,0.006429392110715719,3813.0,251.0,49405.0,0.938238188976378,0.07164869029275808,39929.04299999541,82412.52929999966,247025.0,369366.57229999505,342167.76369999704
53277,0.45108714058319505,0.006417406498538572,3813.0,251.0,49464.0,0.938238188976378,0.07156934512078383,39929.04299999541,82412.52929999966,247320.0,369661.57229999505,341872.76369999704
53336,0.45158668337453856,0.006405877564097442,3813.0,251.0,49523.0,0.938238188976378,0.07149017549122544,39929.04299999541,82412.52929999966,247615.0,369956.57229999505,341577.76369999704
53395,0.45208622616588207,0.006393934647606919,3813.0,251.0,49582.0,0.938238188976378,0.07141118082217436,39929.04299999541,82412.52929999966,247910.0,370251.57229999505,341282.76369999704
53454,0.4525857689572256,0.00638430208121742,3814.0,250.0,49640.0,0.9384842519685039,0.07135106820817899,39879.04299999541,82421.52929999966,248200.0,370500.57229999505,341033.76369999704
53513,0.4530853117485691,0.006373169477991083,3814.0,250.0,49699.0,0.9384842519685039,0.07127240109879843,39879.04299999541,82421.52929999966,248495.0,370795.57229999505,340738.76369999704
53572,0.4535848545399126,0.006365115141721777,3815.0,249.0,49757.0,0.93873031496063,0.07121257373254686,39746.09299999545,82438.82429999964,248785.0,370969.9172999951,340564.418699997
53631,0.45408439733125616,0.006353575739256406,3815.0,249.0,49816.0,0.93873031496063,0.07113423206727452,39746.09299999545,82438.82429999964,249080.0,371264.9172999951,340269.418699997
53690,0.4545839401225997,0.006342519941150785,3818.0,246.0,49872.0,0.9394685039370079,0.07111193890854908,39533.93099999544,82472.04049999965,249360.0,371365.9714999951,340168.364499997
53749,0.4550834829139432,0.006330157995066093,3818.0,246.0,49931.0,0.9394685039370079,0.07103387970008744,39533.93099999544,82472.04049999965,249655.0,371660.9714999951,339873.364499997
53808,0.4555830257052867,0.006317020046844138,3819.0,245.0,49989.0,0.9397145669291339,0.07097457627118645,39196.98099999549,82509.73549999965,249945.0,371651.71649999515,339882.61949999694
53867,0.4560825684966302,0.006307239537627279,3819.0,245.0,50048.0,0.9397145669291339,0.07089683850966269,39196.98099999549,82509.73549999965,250240.0,371946.71649999515,339587.61949999694
53926,0.4565821112879737,0.006296461465055619,3819.0,245.0,50107.0,0.9397145669291339,0.07081927085264993,39196.98099999549,82509.73549999965,250535.0,372241.71649999515,339292.61949999694
53985,0.4570816540793172,0.006285173164403847,3819.0,245.0,50166.0,0.9397145669291339,0.07074187274242845,39196.98099999549,82509.73549999965,250830.0,372536.71649999515,338997.61949999694
54044,0.45758119687066073,0.006275053181939486,3819.0,245.0,50225.0,0.9397145669291339,0.07066464362371401,39196.98099999549,82509.73549999965,251125.0,372831.71649999515,338702.61949999694
54103,0.45808073966200424,0.006262383014639248,3819.0,245.0,50284.0,0.9397145669291339,0.07058758294364453,39196.98099999549,82509.73549999965,251420.0,373126.71649999515,338407.61949999694
54162,0.4585802824533478,0.006254463804799034,3819.0,245.0,50343.0,0.9397145669291339,0.07051069015176692,39196.98099999549,82509.73549999965,251715.0,373421.71649999515,338112.61949999694
54221,0.4590798252446913,0.006245767150501667,3819.0,245.0,50402.0,0.9397145669291339,0.07043396470002397,39196.98099999549,82509.73549999965,252010.0,373716.71649999515,337817.61949999694
54280,0.45957936803603483,0.006236247670859991,3819.0,245.0,50461.0,0.9397145669291339,0.07035740604274134,39196.98099999549,82509.73549999965,252305.0,374011.71649999515,337522.61949999694
54339,0.46007891082737834,0.006227889334793746,3819.0,245.0,50520.0,0.9397145669291339,0.07028101363661458,39196.98099999549,82509.73549999965,252600.0,374306.71649999515,337227.61949999694
54398,0.46057845361872185,0.006218758398938606,3820.0,244.0,50578.0,0.9399606299212598,0.07022316996948418,39123.030999995535,82521.13049999964,252890.0,374534.16149999516,337000.17449999694
54457,0.46107799641006536,0.006208804030809094,3820.0,244.0,50637.0,0.9399606299212598,0.07014708852856383,39123.030999995535,82521.13049999964,253185.0,374829.16149999516,336705.17449999694
54516,0.46157753920140887,0.006199882823769249,3821.0,243.0,50695.0,0.9402066929133859,0.07008951500476925,38653.030999995535,82572.13049999964,253475.0,374700.16149999516,336834.17449999694
54575,0.4620770819927524,0.006191584126057966,3821.0,243.0,50754.0,0.9402066929133859,0.07001374255611544,38653.030999995535,82572.13049999964,253770.0,374995.16149999516,336539.17449999694
54634,0.4625766247840959,0.0061818179838274805,3821.0,243.0,50813.0,0.9402066929133859,0.06993813376285829,38653.030999995535,82572.13049999964,254065.0,375290.16149999516,336244.17449999694
54693,0.4630761675754394,0.006171492990968212,3822.0,242.0,50871.0,0.9404527559055118,0.06988097197081894,38597.030999995535,82581.73049999964,254355.0,375533.7614999952,336000.5744999969
54752,0.46357571036678297,0.00616204581223361,3823.0,241.0,50929.0,0.9406988188976378,0.0698239333722969,38464.08099999558,82599.02549999964,254645.0,375708.1064999952,335826.2294999969
54811,0.4640752531581265,0.006151841542832355,3824.0,240.0,50987.0,0.9409448818897638,0.06976701756946599,38279.13099999563,82621.52049999963,254935.0,375835.65149999526,335698.68449999683
54870,0.46457479594947,0.006143673762133301,3824.0,240.0,51046.0,0.9409448818897638,0.0696919992710042,38279.13099999563,82621.52049999963,255230.0,376130.65149999526,335403.68449999683
54929,0.4650743387408135,0.006134042195347256,3824.0,240.0,51105.0,0.9409448818897638,0.06961714212893007,38279.13099999563,82621.52049999963,255525.0,376425.65149999526,335108.68449999683
54988,0.465573881532157,0.006124170439726292,3824.0,240.0,51164.0,0.9409448818897638,0.06954244562449989,38279.13099999563,82621.52049999963,255820.0,376720.65149999526,334813.68449999683
55047,0.4660734243235005,0.006113359321068634,3824.0,240.0,51223.0,0.9409448818897638,0.06946790924119389,38279.13099999563,82621.52049999963,256115.0,377015.65149999526,334518.68449999683
55106,0.46657296711484403,0.006102286421490168,3824.0,240.0,51282.0,0.9409448818897638,0.0693935324647044,38279.13099999563,82621.52049999963,256410.0,377310.65149999526,334223.68449999683
55165,0.46707250990618754,0.006093271019718964,3824.0,240.0,51341.0,0.9409448818897638,0.06931931478292395,38279.13099999563,82621.52049999963,256705.0,377605.65149999526,333928.68449999683
55224,0.46757205269753105,0.006082376256326165,3824.0,240.0,51400.0,0.9409448818897638,0.06924525568593365,38279.13099999563,82621.52049999963,257000.0,377900.65149999526,333633.68449999683
55283,0.4680715954888746,0.006072926137671061,3824.0,240.0,51459.0,0.9409448818897638,0.06917135466599135,38279.13099999563,82621.52049999963,257295.0,378195.65149999526,333338.68449999683
55342,0.4685711382802181,0.006063303113653368,3824.0,240.0,51518.0,0.9409448818897638,0.06909761121752014,38279.13099999563,82621.52049999963,257590.0,378490.65149999526,333043.68449999683
55401,0.46907068107156163,0.006055866978841608,3825.0,239.0,51576.0,0.9411909448818898,0.06904207505279689,38094.180999995675,82644.01549999963,257880.0,378618.1964999953,332916.1394999968
55460,0.46957022386290515,0.006044239176483762,3826.0,238.0,51634.0,0.9414370078740157,0.06898665705012622,37969.180999995675,82660.51549999963,258170.0,378799.6964999953,332734.6394999968
55519,0.47006976665424866,0.006032290393953036,3827.0,237.0,51692.0,0.9416830708661418,0.06893135683279598,37929.180999995675,82668.51549999963,258460.0,379057.6964999953,332476.6394999968
55578,0.47056930944559217,0.006022734854032363,3827.0,237.0,51751.0,0.9416830708661418,0.06885818129475692,37929.180999995675,82668.51549999963,258755.0,379352.6964999953,332181.6394999968
55637,0.4710688522369357,0.006013721687302691,3828.0,236.0,51809.0,0.9419291338582677,0.06880313460466955,37796.23099999572,82685.81049999963,259045.0,379527.04149999534,332007.29449999676
55696,0.4715683950282792,0.006006495124142552,3829.0,235.0,51867.0,0.9421751968503937,0.06874820453892559,37706.30799999577,82698.80279999961,259335.0,379740.11079999537,331794.2251999967
55755,0.4720679378196227,0.0059968293482227635,3830.0,234.0,51925.0,0.9424212598425197,0.06869339072728903,37632.30799999577,82710.20279999962,259625.0,379967.5107999954,331566.8251999967
55814,0.47256748061096626,0.005986669773287708,3830.0,234.0,51984.0,0.9424212598425197,0.0686207761493532,37632.30799999577,82710.20279999962,259920.0,380262.5107999954,331271.8251999967
55873,0.47306702340230977,0.0059771180410048644,3830.0,234.0,52043.0,0.9424212598425197,0.06854831492849855,37632.30799999577,82710.20279999962,260215.0,380557.5107999954,330976.8251999967
55932,0.4735665661936533,0.0059650519009411445,3830.0,234.0,52102.0,0.9424212598425197,0.06847600657941787,37632.30799999577,82710.20279999962,260510.0,380852.5107999954,330681.8251999967
55991,0.4740661089849968,0.005955948676394328,3830.0,234.0,52161.0,0.9424212598425197,0.06840385061884946,37632.30799999577,82710.20279999962,260805.0,381147.5107999954,330386.8251999967
56050,0.4745656517763403,0.0059437565994816,3830.0,234.0,52220.0,0.9424212598425197,0.06833184656556646,37632.30799999577,82710.20279999962,261100.0,381442.5107999954,330091.8251999967
56109,0.4750651945676838,0.005934570782982393,3831.0,233.0,52278.0,0.9426673228346457,0.06827781639309202,37574.84699999576,82719.94889999962,261390.0,381684.79589999537,329849.5400999967
56168,0.4755647373590273,0.005926976976104429,3833.0,231.0,52335.0,0.9431594488188977,0.06824170346104544,37352.84699999576,82750.14889999962,261675.0,381777.9958999954,329756.3400999967
56227,0.47606428015037083,0.005917761860080547,3834.0,230.0,52393.0,0.9434055118110236,0.06818788126700695,37289.72899999574,82760.46069999962,261965.0,382015.18969999533,329519.14629999676
56286,0.47656382294171434,0.005908324132767349,3835.0,229.0,52451.0,0.9436515748031497,0.06813417190775681,37147.72899999574,82778.66069999961,262255.0,382181.38969999534,329352.94629999675
56345,0.47706336573305785,0.005896118414561976,3835.0,229.0,52510.0,0.9436515748031497,0.06806282722513089,37147.72899999574,82778.66069999961,262550.0,382476.38969999534,329057.94629999675
56404,0.4775629085244014,0.005886625239580864,3837.0,227.0,52567.0,0.9441437007874016,0.0680270902772853,36953.812999995775,82806.05229999962,262835.0,382594.8652999954,328939.4706999967
56463,0.47806245131574493,0.005877751316537965,3837.0,227.0,52626.0,0.9441437007874016,0.06795600658838531,36953.812999995775,82806.05229999962,263130.0,382889.8652999954,328644.4706999967
56522,0.47856199410708844,0.005867731621816008,3837.0,227.0,52685.0,0.9441437007874016,0.06788507129967092,36953.812999995775,82806.05229999962,263425.0,383184.8652999954,328349.4706999967
56581,0.47906153689843195,0.0058593972043906595,3837.0,227.0,52744.0,0.9441437007874016,0.06781428394690797,36953.812999995775,82806.05229999962,263720.0,383479.8652999954,328054.4706999967
56640,0.47956107968977546,0.00584733199472966,3838.0,226.0,52802.0,0.9443897637795275,0.06776129943502825,36811.812999995775,82824.25229999961,264010.0,383646.06529999536,327888.27069999673
56699,0.48006062248111897,0.005836679368246591,3838.0,226.0,52861.0,0.9443897637795275,0.0676907881973227,36811.812999995775,82824.25229999961,264305.0,383941.06529999536,327593.27069999673
56758,0.4805601652724625,0.0058274261087780865,3838.0,226.0,52920.0,0.9443897637795275,0.06762042355262694,36811.812999995775,82824.25229999961,264600.0,384236.06529999536,327298.27069999673
56817,0.481059708063806,0.005817086875724793,3838.0,226.0,52979.0,0.9443897637795275,0.06755020504426493,36811.812999995775,82824.25229999961,264895.0,384531.06529999536,327003.27069999673
56876,0.4815592508551495,0.005808733894573275,3838.0,226.0,53038.0,0.9443897637795275,0.06748013221745552,36811.812999995775,82824.25229999961,265190.0,384826.06529999536,326708.27069999673
56935,0.48205879364649307,0.00579977917563215,3839.0,225.0,53096.0,0.9446358267716536,0.06742776850794766,36733.86299999582,82836.04729999961,265480.0,385049.91029999545,326484.42569999665
56994,0.4825583364378366,0.005790285155913556,3842.0,222.0,53152.0,0.9453740157480315,0.06741060462504825,35397.91299999587,82981.64229999961,265760.0,384139.55529999547,327394.7806999966
57053,0.4830578792291801,0.005781689834026624,3842.0,222.0,53211.0,0.9453740157480315,0.06734089355511542,35397.91299999587,82981.64229999961,266055.0,384434.55529999547,327099.7806999966
57112,0.4835574220205236,0.005772357558423551,3842.0,222.0,53270.0,0.9453740157480315,0.06727132651631881,35397.91299999587,82981.64229999961,266350.0,384729.55529999547,326804.7806999966
57171,0.4840569648118671,0.005764110655421272,3842.0,222.0,53329.0,0.9453740157480315,0.0672019030627416,35397.91299999587,82981.64229999961,266645.0,385024.55529999547,326509.7806999966
57230,0.4845565076032106,0.005752864444367524,3842.0,222.0,53388.0,0.9453740157480315,0.06713262275030578,35397.91299999587,82981.64229999961,266940.0,385319.55529999547,326214.7806999966
57289,0.48505605039455413,0.005744835935972147,3842.0,222.0,53447.0,0.9453740157480315,0.06706348513676273,35397.91299999587,82981.64229999961,267235.0,385614.55529999547,325919.7806999966
57348,0.48555559318589764,0.005737575794842385,3842.0,222.0,53506.0,0.9453740157480315,0.06699448978168375,35397.91299999587,82981.64229999961,267530.0,385909.55529999547,325624.7806999966
57407,0.48605513597724115,0.005726258125538219,3842.0,222.0,53565.0,0.9453740157480315,0.06692563624645079,35397.91299999587,82981.64229999961,267825.0,386204.55529999547,325329.7806999966
57466,0.48655467876858466,0.005716480440240687,3842.0,222.0,53624.0,0.9453740157480315,0.06685692409424704,35397.91299999587,82981.64229999961,268120.0,386499.55529999547,325034.7806999966
57525,0.4870542215599282,0.005706461921119181,3842.0,222.0,53683.0,0.9453740157480315,0.06678835289004781,35397.91299999587,82981.64229999961,268415.0,386794.55529999547,324739.7806999966
57584,0.48755376435127173,0.005696329988276544,3842.0,222.0,53742.0,0.9453740157480315,0.06671992220061128,35397.91299999587,82981.64229999961,268710.0,387089.55529999547,324444.7806999966
57643,0.48805330714261524,0.005688502515795868,3843.0,221.0,53800.0,0.9456200787401575,0.06666897975469702,35318.962999995914,82993.5372999996,269000.0,387312.50029999553,324221.83569999656
57702,0.48855284993395875,0.005678012215974474,3843.0,221.0,53859.0,0.9456200787401575,0.06660081106374129,35318.962999995914,82993.5372999996,269295.0,387607.50029999553,323926.83569999656
57761,0.48905239272530227,0.005668784537673009,3843.0,221.0,53918.0,0.9456200787401575,0.06653278163466698,35318.962999995914,82993.5372999996,269590.0,387902.50029999553,323631.83569999656
57820,0.4895519355166458,0.005659208326062798,3844.0,220.0,53976.0,0.9458661417322834,0.0664821860947769,35218.962999995914,83007.5372999996,269880.0,388106.50029999553,323427.83569999656
57879,0.4900514783079893,0.005649043492421032,3844.0,220.0,54035.0,0.9458661417322834,0.066414416282244,35218.962999995914,83007.5372999996,270175.0,388401.50029999553,323132.83569999656
57938,0.4905510210993328,0.005637969720959128,3845.0,219.0,54093.0,0.9461122047244095,0.06636404432324208,34967.962999995914,83036.63729999961,270465.0,388469.6002999955,323064.7356999966
57997,0.4910505638906763,0.00563034890927077,3846.0,218.0,54151.0,0.9463582677165354,0.0663137748504233,34842.962999995914,83053.13729999961,270755.0,388651.1002999955,322883.2356999966
58056,0.49155010668201987,0.005620456676775244,3847.0,217.0,54209.0,0.9466043307086615,0.06626360755132975,34756.605999995954,83065.7729999996,271045.0,388867.37899999553,322666.95699999656
58115,0.4920496494733634,0.005609715910875705,3847.0,217.0,54268.0,0.9466043307086615,0.0661963348533081,34756.605999995954,83065.7729999996,271340.0,389162.37899999553,322371.95699999656
58174,0.4925491922647069,0.005600903190797028,3848.0,216.0,54326.0,0.9468503937007874,0.06614638842094406,34676.655999996,83077.76799999959,271630.0,389384.4239999956,322149.9119999965
58233,0.4930487350560504,0.005590682624305025,3848.0,216.0,54385.0,0.9468503937007874,0.0660793708034963,34676.655999996,83077.76799999959,271925.0,389679.4239999956,321854.9119999965
58292,0.4935482778473939,0.005581523918039185,3848.0,216.0,54444.0,0.9468503937007874,0.06601248884924175,34676.655999996,83077.76799999959,272220.0,389974.4239999956,321559.9119999965
58351,0.4940478206387374,0.0055721290094531755,3849.0,215.0,54502.0,0.9470964566929134,0.06596287981354218,34592.70599999605,83090.1629999996,272510.0,390192.86899999564,321341.46699999645
58410,0.49454736343008093,0.005564185183434146,3850.0,214.0,54560.0,0.9473425196850394,0.06591337099811675,34481.141999996034,83105.31939999959,272800.0,390386.4613999956,321147.8745999965
58469,0.49504690622142444,0.005555996128012521,3852.0,212.0,54617.0,0.9478346456692913,0.06588106517983888,34172.69199999608,83144.16439999959,273085.0,390401.8563999957,321132.4795999964
58528,0.49554644901276795,0.005545599821334078,3852.0,212.0,54676.0,0.9478346456692913,0.0658146528157463,34172.69199999608,83144.16439999959,273380.0,390696.8563999957,320837.4795999964
58587,0.49604599180411146,0.005537894254113724,3854.0,210.0,54733.0,0.9483267716535433,0.06578251147865567,33981.19199999608,83171.31439999958,273665.0,390817.50639999565,320716.82959999645
58646,0.49654553459545503,0.005528721537417478,3854.0,210.0,54792.0,0.9483267716535433,0.06571633188964295,33981.19199999608,83171.31439999958,273960.0,391112.50639999565,320421.82959999645
58705,0.49704507738679854,0.005519159571083276,3854.0,210.0,54851.0,0.9483267716535433,0.06565028532492974,33981.19199999608,83171.31439999958,274255.0,391407.50639999565,320126.82959999645
58764,0.49754462017814205,0.005509858769986037,3854.0,210.0,54910.0,0.9483267716535433,0.06558437138384045,33981.19199999608,83171.31439999958,274550.0,391702.50639999565,319831.82959999645
58823,0.49804416296948556,0.005500907978599468,3855.0,209.0,54968.0,0.9485728346456693,0.06553558982030838,33924.24199999613,83181.00939999959,274840.0,391945.2513999957,319589.0845999964
58882,0.49854370576082907,0.005492762886996917,3855.0,209.0,55027.0,0.9485728346456693,0.06546992289664073,33924.24199999613,83181.00939999959,275135.0,392240.2513999957,319294.0845999964
58941,0.4990432485521726,0.0054833102517513905,3855.0,209.0,55086.0,0.9485728346456693,0.06540438743828575,33924.24199999613,83181.00939999959,275430.0,392535.2513999957,318999.0845999964
59000,0.4995427913435161,0.005475855541576609,3856.0,208.0,55144.0,0.9488188976377953,0.06535593220338982,33521.24199999613,83225.30939999958,275720.0,392466.5513999957,319067.7845999964
59059,0.5000423341348597,0.005466322745611298,3856.0,208.0,55203.0,0.9488188976377953,0.065290641561828,33521.24199999613,83225.30939999958,276015.0,392761.5513999957,318772.7845999964
59118,0.5005418769262031,0.0054577077286293695,3856.0,208.0,55262.0,0.9488188976377953,0.06522548124090802,33521.24199999613,83225.30939999958,276310.0,393056.5513999957,318477.7845999964
59177,0.5010414197175467,0.00544810951851672,3856.0,208.0,55321.0,0.9488188976377953,0.06516045085083731,33521.24199999613,83225.30939999958,276605.0,393351.5513999957,318182.7845999964
59236,0.5015409625088901,0.005439403380979233,3856.0,208.0,55380.0,0.9488188976377953,0.06509555000337633,33521.24199999613,83225.30939999958,276900.0,393646.5513999957,317887.7845999964
59295,0.5020405053002337,0.0054324492350322,3856.0,208.0,55439.0,0.9488188976377953,0.06503077831183068,33521.24199999613,83225.30939999958,277195.0,393941.5513999957,317592.7845999964
59354,0.5025400480915772,0.0054228922326944795,3856.0,208.0,55498.0,0.9488188976377953,0.06496613539104357,33521.24199999613,83225.30939999958,277490.0,394236.5513999957,317297.7845999964
59413,0.5030395908829207,0.0054103053156781275,3856.0,208.0,55557.0,0.9488188976377953,0.06490162085738811,33521.24199999613,83225.30939999958,277785.0,394531.5513999957,317002.7845999964
59472,0.5035391336742643,0.005401529313352358,3857.0,207.0,55615.0,0.9490649606299213,0.06485404896421845,33427.74199999613,83238.65939999958,278075.0,394741.4013999957,316792.93459999637
59531,0.5040386764656077,0.005392645681258017,3857.0,207.0,55674.0,0.9490649606299213,0.06478977339537384,33427.74199999613,83238.65939999958,278370.0,395036.4013999957,316497.93459999637
59590,0.5045382192569513,0.005383497219296864,3859.0,205.0,55731.0,0.9495570866141733,0.0647591877831851,33313.69799999613,83258.06379999958,278655.0,395226.76179999573,316307.57419999636
59649,0.5050377620482948,0.005374271913421534,3859.0,205.0,55790.0,0.9495570866141733,0.06469513319586247,33313.69799999613,83258.06379999958,278950.0,395521.76179999573,316012.57419999636
59708,0.5055373048396383,0.005366375645894304,3859.0,205.0,55849.0,0.9495570866141733,0.06463120519863334,33313.69799999613,83258.06379999958,279245.0,395816.76179999573,315717.57419999636
59767,0.5060368476309818,0.005358254953472549,3860.0,204.0,55907.0,0.9498031496062992,0.06458413505780781,32988.69799999613,83294.56379999958,279535.0,395818.26179999573,315716.07419999636
59826,0.5065363904223253,0.005352389312284198,3860.0,204.0,55966.0,0.9498031496062992,0.06452044261692241,32988.69799999613,83294.56379999958,279830.0,396113.26179999573,315421.07419999636
59885,0.5070359332136688,0.005343264365018902,3860.0,204.0,56025.0,0.9498031496062992,0.06445687567838357,32988.69799999613,83294.56379999958,280125.0,396408.26179999573,315126.07419999636
59944,0.5075354760050124,0.00533342007865051,3860.0,204.0,56084.0,0.9498031496062992,0.0643934338716135,32988.69799999613,83294.56379999958,280420.0,396703.26179999573,314831.07419999636
60003,0.5080350187963559,0.005324832995513726,3861.0,203.0,56142.0,0.9500492125984252,0.06434678266086696,32905.74799999618,83306.85879999958,280710.0,396922.60679999576,314611.72919999633
60062,0.5085345615876994,0.005316633627269699,3861.0,203.0,56201.0,0.9500492125984252,0.06428357364057141,32905.74799999618,83306.85879999958,281005.0,397217.60679999576,314316.72919999633
60121,0.509034104379043,0.005307236732053955,3861.0,203.0,56260.0,0.9500492125984252,0.06422048868115966,32905.74799999618,83306.85879999958,281300.0,397512.60679999576,314021.72919999633
60180,0.5095336471703864,0.00529867930048884,3862.0,202.0,56318.0,0.9502952755905512,0.06417414423396477,32821.74799999618,83319.25879999957,281590.0,397731.0067999958,313803.3291999963
60239,0.51003318996173,0.005289565345704818,3862.0,202.0,56377.0,0.9502952755905512,0.06411129002805492,32821.74799999618,83319.25879999957,281885.0,398026.0067999958,313508.3291999963
60298,0.5105327327530734,0.005282250876324337,3862.0,202.0,56436.0,0.9502952755905512,0.06404855882450496,32821.74799999618,83319.25879999957,282180.0,398321.0067999958,313213.3291999963
60357,0.511032275544417,0.005273823273778905,3862.0,202.0,56495.0,0.9502952755905512,0.06398595026260417,32821.74799999618,83319.25879999957,282475.0,398616.0067999958,312918.3291999963
60416,0.5115318183357604,0.0052653505762603366,3863.0,201.0,56553.0,0.9505413385826772,0.0639400158898305,32748.797999996226,83330.55379999957,282765.0,398844.3517999958,312689.9841999963
60475,0.512031361127104,0.00525671654892988,3863.0,201.0,56612.0,0.9505413385826772,0.06387763538652336,32748.797999996226,83330.55379999957,283060.0,399139.3517999958,312394.9841999963
60534,0.5125309039184476,0.005247167634050261,3864.0,200.0,56670.0,0.9507874015748031,0.06383189612449203,32665.847999996273,83342.84879999957,283350.0,399358.69679999584,312175.63919999625
60593,0.513030446709791,0.005238665702362912,3864.0,200.0,56729.0,0.9507874015748031,0.06376974237948278,32665.847999996273,83342.84879999957,283645.0,399653.69679999584,311880.63919999625
60652,0.5135299895011346,0.005231920549877002,3864.0,200.0,56788.0,0.9507874015748031,0.06370770955615643,32665.847999996273,83342.84879999957,283940.0,399948.69679999584,311585.63919999625
60711,0.514029532292478,0.005224654847893181,3864.0,200.0,56847.0,0.9507874015748031,0.06364579730197163,32665.847999996273,83342.84879999957,284235.0,400243.69679999584,311290.63919999625
60770,0.5145290750838216,0.005217719580057038,3864.0,200.0,56906.0,0.9507874015748031,0.06358400526575612,32665.847999996273,83342.84879999957,284530.0,400538.69679999584,310995.63919999625
60829,0.5150286178751651,0.005209334791836172,3864.0,200.0,56965.0,0.9507874015748031,0.06352233309770011,32665.847999996273,83342.84879999957,284825.0,400833.69679999584,310700.63919999625
60888,0.5155281606665086,0.005200921943803481,3864.0,200.0,57024.0,0.9507874015748031,0.06346078044934962,32665.847999996273,83342.84879999957,285120.0,401128.69679999584,310405.63919999625
60947,0.5160277034578521,0.005192456064233379,3865.0,199.0,57082.0,0.9510334645669292,0.06341575467209215,32534.794999996317,83359.95409999957,285410.0,401304.7490999959,310229.5868999962
61006,0.5165272462491957,0.00518446243023571,3865.0,199.0,57141.0,0.9510334645669292,0.06335442415500114,32534.794999996317,83359.95409999957,285705.0,401599.7490999959,309934.5868999962
61065,0.5170267890405391,0.005175177180988483,3865.0,199.0,57200.0,0.9510334645669292,0.06329321215098666,32534.794999996317,83359.95409999957,286000.0,401894.7490999959,309639.5868999962
61124,0.5175263318318827,0.00516780241113689,3865.0,199.0,57259.0,0.9510334645669292,0.06323211831686408,32534.794999996317,83359.95409999957,286295.0,402189.7490999959,309344.5868999962
61183,0.5180258746232262,0.00515875110067232,3867.0,197.0,57316.0,0.9515255905511811,0.06320383112956213,32288.344999996363,83392.59909999956,286580.0,402260.9440999959,309273.3918999962
61242,0.5185254174145697,0.005148802048102662,3868.0,196.0,57374.0,0.9517716535433071,0.06315926978217563,32155.39499999641,83409.89409999955,286870.0,402435.289099996,309099.0468999961
61301,0.5190249602059133,0.00514180417635503,3869.0,195.0,57432.0,0.9520177165354331,0.0631147942121662,32030.39499999641,83426.39409999955,287160.0,402616.789099996,308917.5468999961
61360,0.5195245029972567,0.005133783784986216,3870.0,194.0,57490.0,0.952263779527559,0.06307040417209908,31955.39499999641,83437.89409999955,287450.0,402843.289099996,308691.0468999961
61419,0.5200240457886003,0.005124782876742351,3872.0,192.0,57547.0,0.952755905511811,0.06304238102215927,31739.494999996503,83467.48409999955,287735.0,402941.97909999604,308592.35689999606
61478,0.5205235885799437,0.005115092132766408,3872.0,192.0,57606.0,0.952755905511811,0.0629818796968021,31739.494999996503,83467.48409999955,288030.0,403236.97909999604,308297.35689999606
61537,0.5210231313712873,0.005107135043625137,3874.0,190.0,57663.0,0.953248031496063,0.06295399515738499,31551.54499999655,83494.27909999953,288315.0,403360.82409999607,308173.511899996
61596,0.5215226741626308,0.005099001130283672,3874.0,190.0,57722.0,0.953248031496063,0.06289369439573998,31551.54499999655,83494.27909999953,288610.0,403655.82409999607,307878.511899996
61655,0.5220222169539743,0.005091001353362772,3875.0,189.0,57780.0,0.953494094488189,0.06284972832698078,31477.54499999655,83505.67909999954,288900.0,403883.2240999961,307651.111899996
61714,0.5225217597453179,0.005083854831201467,3875.0,189.0,57839.0,0.953494094488189,0.06278964254464141,31477.54499999655,83505.67909999954,289195.0,404178.2240999961,307356.111899996
61773,0.5230213025366613,0.005075894665272889,3876.0,188.0,57897.0,0.9537401574803149,0.06274585984167841,29948.074999996577,83662.62609999954,289485.0,403095.7010999961,308438.634899996
61832,0.5235208453280049,0.005066540329555416,3876.0,188.0,57956.0,0.9537401574803149,0.06268598783801269,29948.074999996577,83662.62609999954,289780.0,403390.7010999961,308143.634899996
61891,0.5240203881193484,0.005056763011629997,3876.0,188.0,58015.0,0.9537401574803149,0.06262622998497358,29948.074999996577,83662.62609999954,290075.0,403685.7010999961,307848.634899996
61950,0.5245199309106919,0.005050322432231904,3877.0,187.0,58073.0,0.953986220472441,0.06258272800645683,29815.124999996624,83679.92109999953,290365.0,403860.04609999614,307674.28989999596
62009,0.5250194737020354,0.00504347656468828,3877.0,187.0,58132.0,0.953986220472441,0.06252318211872471,29815.124999996624,83679.92109999953,290660.0,404155.04609999614,307379.28989999596
