n_flagged,review_rate,threshold,frauds_caught,frauds_missed,false_alarms,recall,precision,cost_missed,cost_caught,cost_false_alarm,total_cost,savings
33158,0.28074304873505607,0.011872784260776516,3624.0,440.0,29534.0,0.8917322834645669,0.10929489112732975,72096.52399999322,78439.78119999988,147670.0,298206.3051999931,413328.030799999
33217,0.2812425915263996,0.011844835092705869,3626.0,438.0,29591.0,0.8922244094488189,0.10916097179155251,71992.52399999322,78458.18119999988,147955.0,298405.7051999931,413128.630799999
33276,0.2817421343177431,0.011820921551577579,3626.0,438.0,29650.0,0.8922244094488189,0.10896742396922707,71992.52399999322,78458.18119999988,148250.0,298700.7051999931,412833.630799999
33335,0.2822416771090866,0.01179236675946261,3626.0,438.0,29709.0,0.8922244094488189,0.10877456127193641,71992.52399999322,78458.18119999988,148545.0,298995.7051999931,412538.630799999
33394,0.2827412199004301,0.011762034509802998,3627.0,437.0,29767.0,0.8924704724409449,0.10861232556746721,71923.52399999322,78469.08119999987,148835.0,299227.6051999931,412306.730799999
33453,0.2832407626917736,0.01174154864801689,3628.0,436.0,29825.0,0.8927165354330708,0.1084506621229785,71781.52399999322,78487.28119999988,149125.0,299393.8051999931,412140.530799999
33512,0.28374030548311713,0.011712513938665249,3628.0,436.0,29884.0,0.8927165354330708,0.10825972785867749,71781.52399999322,78487.28119999988,149420.0,299688.8051999931,411845.530799999
33571,0.28423984827446064,0.011690749772628975,3628.0,436.0,29943.0,0.8927165354330708,0.10806946471657085,71781.52399999322,78487.28119999988,149715.0,299983.8051999931,411550.530799999
33630,0.2847393910658042,0.01166561925735739,3628.0,436.0,30002.0,0.8927165354330708,0.10787986916443651,71781.52399999322,78487.28119999988,150010.0,300278.8051999931,411255.530799999
33689,0.2852389338571477,0.01164386053572716,3628.0,436.0,30061.0,0.8927165354330708,0.10769093769479653,71781.52399999322,78487.28119999988,150305.0,300573.8051999931,410960.530799999
33748,0.2857384766484912,0.011619059676351884,3631.0,433.0,30117.0,0.8934547244094488,0.10759156098139148,71503.67299999332,78527.06629999986,150585.0,300615.73929999315,410918.59669999895
33807,0.28623801943983473,0.011596485646041607,3633.0,431.0,30174.0,0.8939468503937008,0.10746295145975686,71188.67299999332,78566.56629999986,150870.0,300625.23929999315,410909.09669999895
33866,0.28673756223117824,0.011572042826657419,3633.0,431.0,30233.0,0.8939468503937008,0.1072757337742869,71188.67299999332,78566.56629999986,151165.0,300920.23929999315,410614.09669999895
33925,0.28723710502252175,0.011547115255342764,3634.0,430.0,30291.0,0.8941929133858267,0.10711864406779661,71003.33299999335,78589.10029999986,151455.0,301047.4332999932,410486.9026999989
33984,0.28773664781386527,0.011526629387465216,3635.0,429.0,30349.0,0.8944389763779528,0.10696209981167608,70716.3829999934,78621.79529999985,151745.0,301083.1782999933,410451.1576999988
34043,0.2882361906052088,0.01150291496403793,3635.0,429.0,30408.0,0.8944389763779528,0.10677672355550333,70716.3829999934,78621.79529999985,152040.0,301378.1782999933,410156.1576999988
34102,0.2887357333965523,0.011479898818690687,3635.0,429.0,30467.0,0.8944389763779528,0.10659198873966336,70716.3829999934,78621.79529999985,152335.0,301673.1782999933,409861.1576999988
34161,0.28923527618789585,0.011452132483239773,3635.0,429.0,30526.0,0.8944389763779528,0.10640789204063113,70716.3829999934,78621.79529999985,152630.0,301968.1782999933,409566.1576999988
34220,0.28973481897923936,0.0114254577547114,3637.0,427.0,30583.0,0.8949311023622047,0.10628287551139684,70471.43299999344,78654.29029999985,152915.0,302040.7232999933,409493.6126999988
34279,0.29023436177058287,0.011401795519348409,3637.0,427.0,30642.0,0.8949311023622047,0.10609994457247877,70471.43299999344,78654.29029999985,153210.0,302335.7232999933,409198.6126999988
34338,0.2907339045619264,0.011380685372982372,3637.0,427.0,30701.0,0.8949311023622047,0.10591764226221678,70471.43299999344,78654.29029999985,153505.0,302630.7232999933,408903.6126999988
34397,0.2912334473532699,0.011354368538256839,3637.0,427.0,30760.0,0.8949311023622047,0.10573596534581504,70471.43299999344,78654.29029999985,153800.0,302925.7232999933,408608.6126999988
34456,0.2917329901446134,0.01132775091161691,3638.0,426.0,30818.0,0.8951771653543307,0.10558393313211052,70349.43299999344,78670.49029999986,154090.0,303109.9232999933,408424.4126999988
34515,0.2922325329359569,0.011304382017697892,3639.0,425.0,30876.0,0.8954232283464567,0.10543242068665798,70279.93299999344,78681.44029999984,154380.0,303341.3732999933,408192.9626999988
34574,0.2927320757273004,0.011283261062217229,3640.0,424.0,30934.0,0.8956692913385826,0.1052814253485278,70146.98299999349,78698.73529999985,154670.0,303515.7182999933,408018.6176999988
34633,0.29323161851864393,0.011263507563792428,3641.0,423.0,30992.0,0.8959153543307087,0.10513094447492276,70046.98299999349,78712.73529999985,154960.0,303719.7182999933,407814.6176999988
34692,0.29373116130998744,0.011241856496682481,3642.0,422.0,31050.0,0.8961614173228346,0.10498097544102386,69946.98299999349,78726.73529999985,155250.0,303923.7182999933,407610.6176999988
34751,0.294230704101331,0.01122084844732888,3643.0,421.0,31108.0,0.8964074803149606,0.1048315156398377,69894.93199999351,78735.94039999985,155540.0,304170.87239999336,407363.46359999874
34810,0.2947302468926745,0.011195591411913172,3643.0,421.0,31167.0,0.8964074803149606,0.10465383510485493,69894.93199999351,78735.94039999985,155835.0,304465.87239999336,407068.46359999874
34869,0.29522978968401803,0.011175874241966326,3646.0,418.0,31223.0,0.8971456692913385,0.10456279216496028,69532.8729999935,78784.14629999985,156115.0,304432.01929999335,407102.31669999874
34928,0.29572933247536154,0.011157462286835312,3647.0,417.0,31281.0,0.8973917322834646,0.1044147961520843,69482.8729999935,78793.14629999985,156405.0,304681.01929999335,406853.31669999874
34987,0.29622887526670505,0.01112961999729059,3647.0,417.0,31340.0,0.8973917322834646,0.1042387172378312,69482.8729999935,78793.14629999985,156700.0,304976.01929999335,406558.31669999874
35046,0.29672841805804856,0.011107153746236111,3648.0,416.0,31398.0,0.8976377952755905,0.10409176510871426,69344.8729999935,78810.94629999984,156990.0,305145.81929999334,406388.51669999876
35105,0.29722796084939207,0.011084846833861258,3648.0,416.0,31457.0,0.8976377952755905,0.10391682096567441,69344.8729999935,78810.94629999984,157285.0,305440.81929999334,406093.51669999876
35164,0.2977275036407356,0.011055069064187923,3649.0,415.0,31515.0,0.8978838582677166,0.1037709020589239,69267.24599999352,78822.70899999984,157575.0,305664.9549999934,405869.3809999987
35223,0.2982270464320791,0.011033173336999514,3649.0,415.0,31574.0,0.8978838582677166,0.10359708145246004,69267.24599999352,78822.70899999984,157870.0,305959.9549999934,405574.3809999987
35282,0.29872658922342266,0.011014027844368819,3650.0,414.0,31632.0,0.8981299212598425,0.10345218525026927,69167.24599999352,78836.70899999984,158160.0,306163.9549999934,405370.3809999987
35341,0.29922613201476617,0.0109919027900283,3651.0,413.0,31690.0,0.8983759842519685,0.10330777284174189,69034.29599999357,78854.00399999984,158450.0,306338.2999999934,405196.0359999987
35400,0.2997256748061097,0.0109694875172034,3651.0,413.0,31749.0,0.8983759842519685,0.10313559322033898,69034.29599999357,78854.00399999984,158745.0,306633.2999999934,404901.0359999987
35459,0.3002252175974532,0.01094924681515455,3651.0,413.0,31808.0,0.8983759842519685,0.10296398657604558,69034.29599999357,78854.00399999984,159040.0,306928.2999999934,404606.0359999987
35518,0.3007247603887967,0.010928112286850762,3652.0,412.0,31866.0,0.8986220472440944,0.10282110479193649,68960.29599999357,78865.40399999983,159330.0,307155.69999999343,404378.63599999866
35577,0.3012243031801402,0.010906196722335882,3652.0,412.0,31925.0,0.8986220472440944,0.10265058886359164,68960.29599999357,78865.40399999983,159625.0,307450.69999999343,404083.63599999866
35636,0.3017238459714837,0.01088491509826019,3653.0,411.0,31983.0,0.8988681102362205,0.10250869906835784,68888.87899999355,78876.54569999984,159915.0,307680.4246999934,403853.9112999987
35695,0.3022233887628272,0.010865424263099202,3653.0,411.0,32042.0,0.8988681102362205,0.10233926320212915,68888.87899999355,78876.54569999984,160210.0,307975.4246999934,403558.9112999987
35754,0.30272293155417074,0.010839625540198248,3654.0,410.0,32100.0,0.8991141732283464,0.10219835542876321,68775.9289999936,78891.84069999983,160500.0,308167.7696999934,403366.56629999867
35813,0.30322247434551425,0.010819859065531751,3656.0,408.0,32157.0,0.8996062992125984,0.10208583475274342,68247.97899999365,78952.63569999984,160785.0,307985.6146999935,403548.7212999986
35872,0.3037220171368578,0.010797025396060015,3657.0,407.0,32215.0,0.8998523622047244,0.10194580731489741,68105.97899999365,78970.83569999982,161075.0,308151.81469999347,403382.5212999986
35931,0.3042215599282013,0.010775644969508065,3657.0,407.0,32274.0,0.8998523622047244,0.10177840861651499,68105.97899999365,78970.83569999982,161370.0,308446.81469999347,403087.5212999986
35990,0.30472110271954483,0.0107529970861996,3658.0,406.0,32332.0,0.9000984251968503,0.10163934426229508,68023.97899999365,78983.03569999983,161660.0,308667.0146999935,402867.3212999986
36049,0.30522064551088834,0.01073433917189198,3659.0,405.0,32390.0,0.9003444881889764,0.10150073511054399,67949.97899999365,78994.43569999983,161950.0,308894.41469999345,402639.92129999865
36108,0.30572018830223185,0.010714328514508788,3659.0,405.0,32449.0,0.9003444881889764,0.10133488423618035,67949.97899999365,78994.43569999983,162245.0,309189.41469999345,402344.92129999865
36167,0.30621973109357536,0.01069611458690699,3659.0,405.0,32508.0,0.9003444881889764,0.10116957447396799,67949.97899999365,78994.43569999983,162540.0,309484.41469999345,402049.92129999865
36226,0.3067192738849189,0.010676776063211402,3659.0,405.0,32567.0,0.9003444881889764,0.10100480318003643,67949.97899999365,78994.43569999983,162835.0,309779.41469999345,401754.92129999865
36285,0.3072188166762624,0.010657873604078928,3659.0,405.0,32626.0,0.9003444881889764,0.10084056772771118,67949.97899999365,78994.43569999983,163130.0,310074.41469999345,401459.92129999865
36344,0.3077183594676059,0.010639110971525685,3660.0,404.0,32684.0,0.9005905511811023,0.10070438036539732,67875.97899999365,79005.83569999982,163420.0,310301.81469999347,401232.5212999986
36403,0.30821790225894946,0.010618506896048808,3661.0,403.0,32742.0,0.9008366141732284,0.10056863445320441,67826.97899999365,79014.73569999983,163710.0,310551.7146999935,400982.6212999986
36462,0.30871744505029297,0.01059932841996408,3661.0,403.0,32801.0,0.9008366141732284,0.10040590203499533,67826.97899999365,79014.73569999983,164005.0,310846.7146999935,400687.6212999986
36521,0.3092169878416365,0.010579610946146177,3663.0,401.0,32858.0,0.9013287401574803,0.10029845842118233,67201.97899999365,79085.23569999983,164290.0,310577.2146999935,400957.1212999986
36580,0.30971653063298,0.010558161033994274,3663.0,401.0,32917.0,0.9013287401574803,0.10013668671405139,67201.97899999365,79085.23569999983,164585.0,310872.2146999935,400662.1212999986
36639,0.3102160734243235,0.010539712369622815,3663.0,401.0,32976.0,0.9013287401574803,0.09997543601080816,67201.97899999365,79085.23569999983,164880.0,311167.2146999935,400367.1212999986
36698,0.310715616215667,0.01051510078645635,3663.0,401.0,33035.0,0.9013287401574803,0.09981470379857213,67201.97899999365,79085.23569999983,165175.0,311462.2146999935,400072.1212999986
36757,0.3112151590070105,0.010495317467939903,3664.0,400.0,33093.0,0.9015748031496063,0.0996816932829121,67108.0289999937,79098.63069999983,165465.0,311671.65969999356,399862.67629999854
36816,0.31171470179835403,0.01047473790905702,3666.0,398.0,33150.0,0.9020669291338582,0.09957627118644068,66863.07899999374,79131.12569999983,165750.0,311744.2046999936,399790.1312999985
36875,0.31221424458969754,0.010456044754315512,3667.0,397.0,33208.0,0.9023129921259843,0.09944406779661016,66756.07899999374,79145.82569999981,166040.0,311941.90469999355,399592.43129999854
36934,0.3127137873810411,0.010439605862606907,3668.0,396.0,33266.0,0.9025590551181102,0.09931228678182705,66688.9649999938,79156.53709999981,166330.0,312175.50209999364,399358.83389999846
36993,0.3132133301723846,0.010416380558493142,3668.0,396.0,33325.0,0.9025590551181102,0.09915389397994215,66688.9649999938,79156.53709999981,166625.0,312470.50209999364,399063.83389999846
37052,0.31371287296372813,0.01039870404831565,3669.0,395.0,33383.0,0.9028051181102362,0.0990229947101371,66656.50899999379,79163.7826999998,166915.0,312735.2916999936,398799.0442999985
37111,0.31421241575507164,0.010377288473315007,3669.0,395.0,33442.0,0.9028051181102362,0.09886556546576487,66656.50899999379,79163.7826999998,167210.0,313030.2916999936,398504.0442999985
37170,0.31471195854641515,0.01035661376234457,3669.0,395.0,33501.0,0.9028051181102362,0.09870863599677158,66656.50899999379,79163.7826999998,167505.0,313325.2916999936,398209.0442999985
37229,0.31521150133775866,0.01033779865934734,3670.0,394.0,33559.0,0.9030511811023622,0.0985790647076204,66560.50899999379,79177.38269999981,167795.0,313532.89169999363,398001.44429999846
37288,0.31571104412910217,0.010318057896260462,3671.0,393.0,33617.0,0.9032972440944882,0.09844990345419438,66506.00899999379,79186.83269999982,168085.0,313777.8416999936,397756.4942999985
37347,0.3162105869204457,0.010298623691708966,3672.0,392.0,33675.0,0.9035433070866141,0.09832115029319624,66404.00899999379,79201.0326999998,168375.0,313980.0416999936,397554.2942999985
37406,0.3167101297117892,0.010275998569441313,3673.0,391.0,33733.0,0.9037893700787402,0.09819280329358926,66339.53899999382,79211.47969999982,168665.0,314216.0186999936,397318.3172999985
37465,0.3172096725031327,0.01025585773088609,3675.0,389.0,33790.0,0.9042814960629921,0.09809155211530762,66204.58899999387,79232.97469999982,168950.0,314387.56369999365,397146.77229999844
37524,0.31770921529447627,0.010239342130145856,3675.0,389.0,33849.0,0.9042814960629921,0.09793732011512632,66204.58899999387,79232.97469999982,169245.0,314682.56369999365,396851.77229999844
37583,0.3182087580858198,0.010211840653976121,3675.0,389.0,33908.0,0.9042814960629921,0.09778357235984354,66204.58899999387,79232.97469999982,169540.0,314977.56369999365,396556.77229999844
37642,0.3187083008771633,0.010194584120244253,3677.0,387.0,33965.0,0.9047736220472441,0.09768343871207694,65862.19099999382,79275.21449999981,169825.0,314962.40549999365,396571.93049999845
37701,0.3192078436685068,0.010178049453632185,3677.0,387.0,34024.0,0.9047736220472441,0.09753056948091562,65862.19099999382,79275.21449999981,170120.0,315257.40549999365,396276.93049999845
37760,0.3197073864598503,0.010159241812316947,3678.0,386.0,34082.0,0.90501968503937,0.09740466101694915,65729.24099999387,79292.50949999981,170410.0,315431.7504999937,396102.5854999984
37819,0.3202069292511938,0.010138366476942688,3679.0,385.0,34140.0,0.9052657480314961,0.09727914540310426,65596.29099999391,79309.8044999998,170700.0,315606.0954999937,395928.2404999984
37878,0.3207064720425373,0.010122057135235858,3680.0,384.0,34198.0,0.905511811023622,0.09715402080363271,65549.29099999391,79318.5044999998,170990.0,315857.7954999937,395676.5404999984
37937,0.32120601483388084,0.010098880098389705,3682.0,382.0,34255.0,0.906003937007874,0.09705564488494083,65156.790999993915,79365.7544999998,171275.0,315797.5454999937,395736.7904999984
37996,0.32170555762522435,0.010079090348679536,3682.0,382.0,34314.0,0.906003937007874,0.09690493736182756,65156.790999993915,79365.7544999998,171570.0,316092.5454999937,395441.7904999984
38055,0.3222051004165679,0.010061828376649786,3682.0,382.0,34373.0,0.906003937007874,0.09675469714886349,65156.790999993915,79365.7544999998,171865.0,316387.5454999937,395146.7904999984
38114,0.3227046432079114,0.010046448676956908,3683.0,381.0,34431.0,0.90625,0.0966311591541166,64667.45099999395,79418.6884999998,172155.0,316241.13949999376,395293.19649999833
38173,0.32320418599925493,0.010033066925065772,3683.0,381.0,34490.0,0.90625,0.09648180651245644,64667.45099999395,79418.6884999998,172450.0,316536.13949999376,394998.19649999833
